Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg),Inst Wind Speed_D61_D90(in Knots)_log
2.0,sankarapuram,delux ponni,clay,50.0,25.0,dry,40.0,2.0,160.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,32.0,17.5,28.0,18.0,34.0,16.0,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11334.0,2.3978952727983707
4.0,sankarapuram,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,8.0,54.26,41.52,60.0,1200.0,18.5,21.5,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11074.0,2.3978952727983707
2.0,sankarapuram,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,108.52,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,8.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,200.0,11966.0,2.1972245773362196
4.0,sankarapuram,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,160.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11054.0,2.3978952727983707
4.0,sankarapuram,co_43,alluvial,50.0,50.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,180.0,10820.0,2.3978952727983707
2.0,sankarapuram,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,41.52,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,30.0,18.0,33.0,16.5,35.0,10.0,10.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11446.0,2.3978952727983707
2.0,sankarapuram,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,30.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,10926.0,2.3978952727983707
4.0,sankarapuram,co_43,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,180.0,11256.0,2.3978952727983707
2.0,sankarapuram,ponmani,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,200.0,11832.0,2.3978952727983707
2.0,sankarapuram,delux ponni,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,10.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,10906.0,2.3978952727983707
2.0,sankarapuram,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,8.0,12.0,8.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,180.0,11224.0,2.1972245773362196
2.0,sankarapuram,ponmani,clay,50.0,25.0,dry,80.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.0,35.0,10.0,10.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,200.0,11746.0,2.3978952727983707
2.0,sankarapuram,delux ponni,clay,50.0,50.0,dry,40.0,2.0,160.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.5,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,84.0,81.0,160.0,11766.0,2.3978952727983707
2.0,cuddalore,co_43,clay,50.0,25.0,dry,80.0,2.0,160.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,91.0,88.0,85.0,360.0,11672.0,2.1972245773362196
2.0,kurinjipadi,delux ponni,clay,100.0,25.0,dry,80.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,17.5,30.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,10.0,nw,s,se,sse,64.6,85.0,84.0,87.0,160.0,11282.0,2.3978952727983707
2.0,panruti,ponmani,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,200.0,11050.0,1.6094379124341003
2.0,kallakurichi,co_43,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,2400.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,w,se,s,88.5,95.0,81.0,84.0,180.0,11472.0,2.1972245773362196
2.0,sankarapuram,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,160.0,8.0,54.26,20.76,30.0,2400.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,200.0,11334.0,2.3978952727983707
2.0,chinnasalem,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,160.0,11446.0,2.1972245773362196
2.0,cuddalore,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,se,wsw,72.0,78.0,88.0,85.0,180.0,11746.0,2.1972245773362196
2.0,kurinjipadi,ponmani,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,8.0,4.0,10.0,6.0,nw,w,se,sse,64.6,85.0,84.0,87.0,200.0,11832.0,2.3978952727983707
2.0,panruti,delux ponni,clay,100.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.0,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,160.0,11746.0,1.6094379124341003
2.0,kallakurichi,co_43,alluvial,50.0,25.0,wet,40.0,4.0,80.0,4.0,54.26,41.52,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.5,33.0,17.0,32.0,16.5,31.5,16.0,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,84.0,84.0,180.0,11672.0,2.1972245773362196
2.0,sankarapuram,delux ponni,alluvial,50.0,25.0,wet,40.0,4.0,80.0,4.0,54.26,41.52,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,17.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11446.0,2.3978952727983707
2.0,chinnasalem,ponmani,alluvial,50.0,25.0,dry,80.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,200.0,11710.0,2.1972245773362196
2.0,cuddalore,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.8,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sse,w,nnw,nw,72.0,78.0,88.0,84.0,180.0,11746.0,2.1972245773362196
2.0,kurinjipadi,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,108.52,20.76,60.0,2400.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,10.0,10.0,6.0,sse,s,se,sse,64.6,85.0,84.0,87.0,360.0,11816.0,2.3978952727983707
2.0,panruti,delux ponni,clay,50.0,25.0,wet,40.0,4.0,80.0,8.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,sse,ne,nne,nw,85.0,96.0,84.0,79.0,160.0,11672.0,1.6094379124341003
2.0,kallakurichi,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,41.52,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,sse,wnw,se,s,88.5,95.0,81.0,84.0,180.0,11054.0,2.1972245773362196
2.0,sankarapuram,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,84.0,200.0,10820.0,2.3978952727983707
2.0,chinnasalem,delux ponni,clay,50.0,25.0,wet,80.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,160.0,24488.0,2.1972245773362196
2.0,cuddalore,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,108.52,20.76,30.0,1200.0,18.5,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,33.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,180.0,24488.0,2.1972245773362196
2.0,kurinjipadi,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,108.52,20.76,30.0,2400.0,19.6,20.4,185.6,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,160.0,11268.0,2.3978952727983707
2.0,panruti,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,200.0,11424.0,1.6094379124341003
2.0,kallakurichi,ponmani,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,250.9,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,72.7,95.0,81.0,84.0,200.0,11520.0,2.1972245773362196
2.0,sankarapuram,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,8.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,200.0,11702.0,2.3978952727983707
2.0,chinnasalem,ponmani,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,60.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,33.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,se,nnw,72.7,80.0,92.0,88.0,360.0,11862.0,2.1972245773362196
2.0,cuddalore,co_43,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sse,w,se,wsw,72.0,78.0,84.0,85.0,180.0,11932.0,2.1972245773362196
2.0,sankarapuram,ponmani,clay,50.0,25.0,dry,40.0,4.0,160.0,4.0,54.26,20.76,60.0,1200.0,19.6,21.5,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,33.0,10.0,4.0,10.0,6.0,nw,s,se,sse,72.7,85.0,84.0,87.0,200.0,11452.0,2.3978952727983707
2.0,panruti,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,166.1,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,8.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,200.0,11280.0,2.1972245773362196
2.0,kallakurichi,ponmani,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,64.8,19.0,33.0,17.5,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,72.7,95.0,81.0,84.0,360.0,11612.0,2.1972245773362196
2.0,sankarapuram,delux ponni,alluvial,100.0,50.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11534.0,2.3978952727983707
2.0,chinnasalem,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,31.0,15.5,34.0,15.0,33.0,15.0,33.0,8.0,6.0,8.0,10.0,e,ene,ne,nw,78.6,80.0,92.0,88.0,160.0,11364.0,2.1972245773362196
2.0,sankarapuram,delux ponni,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.7,78.0,88.0,85.0,160.0,11602.0,2.1972245773362196
2.0,kurinjipadi,ponmani,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,2400.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,30.0,17.0,33.0,16.0,30.5,10.0,4.0,10.0,10.0,nw,s,se,sse,64.6,85.0,84.0,87.0,360.0,11346.0,2.3978952727983707
2.0,panruti,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,60.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,79.0,160.0,11454.0,1.6094379124341003
2.0,kallakurichi,co_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,180.0,11646.0,2.1972245773362196
2.0,sankarapuram,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,8.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,8.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11884.0,2.1972245773362196
2.0,chinnasalem,delux ponni,clay,50.0,50.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,8.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,160.0,11574.0,2.1972245773362196
4.0,cuddalore,co_43,alluvial,50.0,25.0,wet,40.0,2.0,160.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,nw,72.0,78.0,84.0,85.0,180.0,11814.0,2.1972245773362196
2.0,kurinjipadi,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,w,se,sse,64.6,85.0,84.0,87.0,200.0,11514.0,2.3978952727983707
2.0,panruti,delux ponni,clay,100.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,64.8,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,w,nne,w,85.0,96.0,84.0,79.0,160.0,11734.0,1.6094379124341003
2.0,kallakurichi,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.5,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,sse,wnw,se,s,72.7,95.0,81.0,84.0,180.0,11940.0,2.1972245773362196
2.0,sankarapuram,ponmani,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,30.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,84.0,81.0,200.0,11994.0,2.3978952727983707
2.0,chinnasalem,delux ponni,alluvial,50.0,50.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,80.0,92.0,88.0,160.0,11444.0,2.1972245773362196
2.0,cuddalore,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.8,18.5,33.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,180.0,10984.0,2.1972245773362196
2.0,kurinjipadi,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,272.4,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,160.0,11832.0,2.3978952727983707
2.0,panruti,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,10.0,ene,ne,se,w,85.0,91.0,84.0,79.0,200.0,11726.0,1.6094379124341003
2.0,kallakurichi,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,8.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,72.7,95.0,81.0,84.0,360.0,11710.0,2.1972245773362196
2.0,sankarapuram,ponmani,alluvial,50.0,25.0,dry,80.0,2.0,80.0,4.0,54.26,20.76,60.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,10.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,200.0,10906.0,2.3978952727983707
2.0,chinnasalem,delux ponni,clay,100.0,25.0,dry,40.0,4.0,160.0,8.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,8.0,6.0,8.0,10.0,e,ene,ne,nnw,78.6,91.0,92.0,88.0,160.0,11224.0,2.1972245773362196
2.0,cuddalore,co_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,108.52,20.76,30.0,1200.0,18.5,20.4,185.6,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,88.0,85.0,180.0,11746.0,2.1972245773362196
2.0,kurinjipadi,ponmani,alluvial,50.0,50.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,360.0,11766.0,2.3978952727983707
2.0,panruti,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,250.9,60.0,64.8,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,nw,85.0,96.0,84.0,79.0,160.0,11446.0,1.6094379124341003
2.0,kallakurichi,co_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,64.8,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,180.0,24488.0,2.1972245773362196
2.0,sankarapuram,delux ponni,alluvial,50.0,25.0,dry,40.0,4.0,80.0,4.0,54.26,20.76,60.0,1200.0,18.5,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,sse,w,sw,nw,72.7,91.0,83.0,81.0,160.0,11446.0,2.3978952727983707
2.0,chinnasalem,ponmani,alluvial,50.0,25.0,dry,80.0,2.0,160.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,10.0,8.0,10.0,e,ene,ne,nnw,78.6,91.0,92.0,88.0,200.0,10984.0,2.1972245773362196
2.0,cuddalore,co_43,alluvial,50.0,25.0,dry,80.0,2.0,80.0,4.0,108.52,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,sw,w,nnw,wsw,72.0,78.0,84.0,85.0,180.0,11746.0,2.1972245773362196
2.0,kurinjipadi,ponmani,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,19.5,34.0,18.5,30.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,nw,s,se,sse,64.6,85.0,84.0,87.0,360.0,11672.0,2.3978952727983707
4.0,panruti,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ene,ne,nne,w,85.0,96.0,84.0,84.0,160.0,11446.0,1.6094379124341003
2.0,kallakurichi,co_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.4,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,w,wnw,se,s,88.5,95.0,81.0,84.0,360.0,11832.0,2.1972245773362196
