Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
,Kallakurichi,DELUX PONNI,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,,W,WNW,SE,S,88.5,95.0,81.0,84.0,160.0,11446.0
2.0,Sankarapuram,CO_43,clay,50.0,25.0,wet,,2.0,80.0,,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,,12.0,SSE,W,,NW,72.7,91.0,83.0,81.0,180.0,11746.0
2.0,Chinnasalem,delux ponni,clay,50.0,25.0,wet,40.0,2.0,80.0,,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,,18.0,,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,E,ENE,NE,NNW,78.6,80.0,,88.0,160.0,10840.0
2.0,Chinnasalem,ponmani,alluvial,50.0,25.0,,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,E,ENE,,NNW,78.6,80.0,92.0,88.0,200.0,11360.0
2.0,,,,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,,15.0,31.5,6.0,,8.0,10.0,E,ENE,NE,NNW,78.6,80.0,92.0,88.0,180.0,11054.0
2.0,Chinnasalem,ponmani,clay,,25.0,wet,40.0,2.0,,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,E,ENE,NE,NNW,78.6,80.0,92.0,,200.0,
2.0,Chinnasalem,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,,185.6,272.4,,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,E,,NE,NNW,78.6,80.0,92.0,88.0,160.0,10984.0
2.0,Kallakurichi,CO_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,W,WNW,SE,S,88.5,95.0,81.0,84.0,180.0,11672.0
2.0,Kallakurichi,ponmani,alluvial,,25.0,dry,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,,6.0,W,WNW,SE,S,88.5,95.0,81.0,84.0,200.0,11446.0
,Kallakurichi,delux ponni,ALLUVIAL,50.0,25.0,,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,,251.7,60.0,65.0,19.0,33.0,17.0,,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,W,,,S,88.5,95.0,81.0,,160.0,11446.0
2.0,Kallakurichi,CO_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,,33.0,17.0,32.0,16.5,31.5,15.5,32.5,,6.0,8.0,,,WNW,SE,S,88.5,95.0,81.0,84.0,180.0,11832.0
2.0,Panruti,delux ponni,alluvial,50.0,25.0,dry,40.0,2.0,80.0,,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,,4.0,12.0,4.0,12.0,ENE,NE,NNE,W,85.0,96.0,84.0,79.0,160.0,
2.0,,,ALLUVIAL,50.0,25.0,dry,40.0,2.0,,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,,251.7,,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ENE,NE,NNE,W,85.0,96.0,84.0,79.0,200.0,11446.0
2.0,,CO_43,clay,50.0,25.0,,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,,12.0,4.0,12.0,ENE,NE,NNE,W,85.0,96.0,84.0,79.0,180.0,11816.0
2.0,Panruti,,clay,50.0,25.0,DRY,40.0,2.0,80.0,4.0,54.26,20.76,30.0,,18.5,21.5,185.2,272.8,,251.7,,,20.0,,,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,ENE,,NNE,W,85.0,,84.0,79.0,200.0,10820.0
2.0,Panruti,delux ponni,,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,,33.5,18.0,33.0,4.0,12.0,4.0,12.0,,NE,NNE,W,85.0,96.0,84.0,,160.0,11726.0
2.0,Cuddalore,CO_43,CLAY,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,180.0,11224.0
2.0,,ponmani,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,200.0,11672.0
2.0,Cuddalore,delux ponni,clay,50.0,25.0,dry,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,,167.0,250.0,61.0,64.0,18.5,,16.0,30.0,,31.0,16.0,33.0,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,160.0,11672.0
2.0,Cuddalore,CO_43,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,,1200.0,19.6,20.4,,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,,11446.0
2.0,Cuddalore,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,,16.0,33.0,4.0,10.0,8.0,10.0,SW,,NNW,WSW,72.0,,88.0,85.0,160.0,11672.0
2.0,Cuddalore,ponmani,ALLUVIAL,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,SW,W,,WSW,72.0,78.0,88.0,85.0,200.0,11746.0
,,ponmani,alluvial,50.0,25.0,,40.0,2.0,80.0,4.0,,,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,,11832.0
2.0,Kurinjipadi,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,200.0,11446.0
2.0,Kurinjipadi,ponmani,alluvial,,25.0,dry,,2.0,80.0,4.0,54.26,20.76,30.0,,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,,6.0,NW,S,SE,,64.6,85.0,84.0,87.0,200.0,11672.0
2.0,KURINJIPADI,CO_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,,18.5,,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,180.0,
2.0,Kurinjipadi,ponmani,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,200.0,11746.0
2.0,Kurinjipadi,ponmani,ALLUVIAL,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,,30.0,,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,,64.6,85.0,84.0,87.0,200.0,11054.0
2.0,Kurinjipadi,ponmani,ALLUVIAL,50.0,25.0,dry,40.0,,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,,270.8,,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,200.0,10926.0
2.0,Kurinjipadi,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,,20.76,30.0,,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,160.0,11832.0
2.0,Kurinjipadi,,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,160.0,11766.0
2.0,Kurinjipadi,delux ponni,clay,,,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,,,64.0,19.5,34.0,18.5,35.0,,32.5,16.0,30.5,10.0,,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,,160.0,10984.0
2.0,Kurinjipadi,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,,,35.0,17.0,,,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,,85.0,84.0,87.0,200.0,11446.0
2.0,Sankarapuram,delux ponni,clay,50.0,25.0,wet,40.0,2.0,80.0,,54.26,,30.0,1200.0,18.1,21.9,,272.4,166.1,250.9,60.2,64.8,20.5,,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,,SW,NW,72.7,,83.0,81.0,160.0,11710.0
2.0,Sankarapuram,CO_43,clay,50.0,,wet,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,,,272.4,166.1,250.9,60.2,64.8,20.5,,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,180.0,11832.0
2.0,Sankarapuram,delux ponni,clay,50.0,25.0,WET,40.0,2.0,,4.0,,20.76,30.0,,18.1,21.9,185.6,272.4,166.1,250.9,60.2,,20.5,32.0,17.5,28.0,18.0,34.0,16.5,,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,160.0,11746.0
2.0,,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,,,21.9,185.6,272.4,166.1,,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,,11446.0
2.0,Sankarapuram,CO_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,,11672.0
2.0,Sankarapuram,ponmani,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,200.0,11832.0
2.0,Sankarapuram,delux ponni,clay,50.0,25.0,wet,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,,20.5,32.0,17.5,,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,160.0,11446.0
2.0,SANKARAPURAM,CO_43,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,,SW,NW,,91.0,83.0,81.0,180.0,11816.0
2.0,,ponmani,alluvial,,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,200.0,10820.0
2.0,,delux ponni,,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,,,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,160.0,11726.0
2.0,Sankarapuram,CO_43,alluvial,50.0,,DRY,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,,11224.0
2.0,Sankarapuram,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,,166.1,250.9,60.2,64.8,20.5,,17.5,,,34.0,,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,,11672.0
2.0,SANKARAPURAM,ponmani,,50.0,25.0,,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,,SSE,W,SW,NW,72.7,,83.0,,200.0,11746.0
2.0,Sankarapuram,CO_43,clay,,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,,12.0,10.0,12.0,SSE,W,SW,,72.7,91.0,83.0,81.0,180.0,10926.0
2.0,Sankarapuram,ponmani,,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,,SSE,W,SW,NW,72.7,91.0,83.0,81.0,200.0,11832.0
2.0,Sankarapuram,delux ponni,,50.0,,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,160.0,10906.0
2.0,Sankarapuram,CO_43,CLAY,50.0,25.0,,40.0,2.0,,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,,SW,NW,72.7,91.0,83.0,81.0,180.0,11766.0
2.0,Sankarapuram,PONMANI,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,,21.9,185.6,272.4,166.1,250.9,,,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,200.0,
2.0,Sankarapuram,delux ponni,clay,50.0,25.0,wet,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,,12.0,SSE,W,SW,NW,,91.0,83.0,81.0,160.0,11672.0
2.0,Sankarapuram,CO_43,clay,50.0,25.0,wet,,2.0,80.0,,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,,12.0,10.0,12.0,,W,SW,NW,72.7,91.0,83.0,81.0,180.0,11676.0
2.0,Cuddalore,delux ponni,alluvial,50.0,25.0,,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,,16.0,33.0,4.0,10.0,8.0,,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,160.0,11804.0
2.0,Kurinjipadi,ponmani,clay,50.0,25.0,wet,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,,10.0,6.0,NW,S,SE,SSE,64.6,85.0,,87.0,200.0,11420.0
2.0,Panruti,CO_43,CLAY,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,,,65.0,20.0,35.0,18.0,30.0,17.5,33.5,,33.0,4.0,,4.0,12.0,ENE,NE,,W,85.0,96.0,84.0,79.0,180.0,11672.0
2.0,Kallakurichi,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,,6.0,W,WNW,SE,S,88.5,95.0,81.0,,200.0,11348.0
,Sankarapuram,delux ponni,CLAY,50.0,25.0,wet,,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,160.0,
2.0,Chinnasalem,CO_43,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,,166.1,,60.2,64.8,18.0,31.0,15.5,34.0,15.0,,,,6.0,6.0,8.0,10.0,E,ENE,NE,NNW,78.6,80.0,92.0,88.0,180.0,11054.0
2.0,Cuddalore,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,,20.4,187.2,,167.0,250.0,61.0,64.0,18.5,34.0,16.0,,15.5,31.0,16.0,,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,,,11660.0
2.0,Kurinjipadi,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,,4.0,,6.0,NW,S,SE,SSE,64.6,,84.0,87.0,160.0,11770.0
2.0,Panruti,CO_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,,4.0,12.0,,12.0,ENE,NE,NNE,W,85.0,96.0,84.0,,180.0,
2.0,Kallakurichi,delux ponni,clay,50.0,25.0,wet,40.0,2.0,,4.0,54.26,,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,W,WNW,SE,S,88.5,95.0,81.0,84.0,160.0,11384.0
2.0,Sankarapuram,ponmani,alluvial,50.0,25.0,,40.0,2.0,80.0,4.0,54.26,,30.0,1200.0,,21.9,185.6,272.4,,250.9,60.2,64.8,20.5,32.0,,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,,SW,NW,72.7,91.0,83.0,81.0,200.0,11336.0
2.0,Chinnasalem,ponmani,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,,,6.0,8.0,10.0,E,ENE,NE,NNW,78.6,80.0,92.0,88.0,200.0,11532.0
2.0,Cuddalore,ponmani,ALLUVIAL,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,,16.0,33.0,4.0,10.0,8.0,,SW,W,NNW,WSW,72.0,78.0,88.0,,200.0,11486.0
2.0,Kurinjipadi,ponmani,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,,,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,85.0,84.0,87.0,200.0,11432.0
2.0,,CO_43,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,,,18.0,33.0,4.0,12.0,4.0,12.0,ENE,NE,NNE,W,85.0,96.0,84.0,79.0,180.0,10926.0
2.0,Kallakurichi,PONMANI,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,,6.0,W,WNW,SE,,88.5,95.0,81.0,84.0,200.0,10912.0
2.0,Sankarapuram,ponmani,,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,,W,SW,,72.7,91.0,83.0,81.0,200.0,
2.0,Chinnasalem,PONMANI,,50.0,25.0,wet,40.0,2.0,80.0,4.0,,20.76,30.0,1200.0,18.1,21.9,,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,E,ENE,NE,NNW,78.6,80.0,92.0,88.0,200.0,
2.0,CUDDALORE,delux ponni,alluvial,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,,,SW,W,NNW,,72.0,78.0,88.0,85.0,160.0,11886.0
2.0,Kurinjipadi,DELUX PONNI,clay,50.0,25.0,wet,40.0,2.0,80.0,4.0,54.26,,,1200.0,19.6,20.4,187.2,,,250.0,61.0,64.0,,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,NW,S,SE,SSE,64.6,,84.0,87.0,160.0,11780.0
2.0,Panruti,delux ponni,alluvial,50.0,25.0,dry,40.0,,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,,18.0,33.0,4.0,12.0,4.0,12.0,ENE,NE,NNE,W,85.0,96.0,84.0,79.0,160.0,11572.0
2.0,,ponmani,,,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,,8.0,6.0,W,WNW,SE,S,88.5,95.0,81.0,84.0,200.0,11882.0
2.0,Sankarapuram,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,SSE,W,SW,NW,72.7,91.0,83.0,81.0,160.0,11332.0
2.0,Chinnasalem,CO_43,alluvial,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,18.1,21.9,185.6,272.4,166.1,,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,,31.5,6.0,6.0,8.0,10.0,E,ENE,NE,NNW,,80.0,92.0,,,11832.0
,Cuddalore,delux ponni,clay,50.0,25.0,dry,40.0,2.0,80.0,4.0,54.26,20.76,30.0,1200.0,19.6,,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,SW,W,NNW,WSW,72.0,78.0,88.0,85.0,160.0,11524.0
